ID,text,answer,difficulty_ID,topic_ID,group_ID,progress_ID
6e84b205-9de1-3254-86d9-5ff6cef1df1b,Be aware of deployment to ABAP repository via transaction in SAP LogOn./n,,69aebb3c-1d3f-b6be-f4b8-06cb0932b145,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,d198d4bd-d6d5-0735-8aa0-b4f1f635d738,0d12baa0-a0c1-23a9-7182-7063e63a6d12
8c7ea4cd-a0b3-f70e-dab9-1f74a23470dc,Know the features of SAP CI pipelines./n,,69aebb3c-1d3f-b6be-f4b8-06cb0932b145,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,d198d4bd-d6d5-0735-8aa0-b4f1f635d738,0d12baa0-a0c1-23a9-7182-7063e63a6d12
aa300484-eeb4-412b-0c22-67e4a65b0648,Understand what the Nexus is./n,,69aebb3c-1d3f-b6be-f4b8-06cb0932b145,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,d198d4bd-d6d5-0735-8aa0-b4f1f635d738,0d12baa0-a0c1-23a9-7182-7063e63a6d12
5a544e11-4597-2870-2aac-0477226d2313,"Be aware how to create JaaS instance and configure pipeline to perform xMake jobs, ABAP deploy, Checkmarx/n",,db4e214a-b42b-981c-b367-8c9e94021fab,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,d198d4bd-d6d5-0735-8aa0-b4f1f635d738,0d12baa0-a0c1-23a9-7182-7063e63a6d12
9e4d5359-a5b7-d064-55d1-679abe29e698,"Understand what the SAP Gateway is. Its purpose, main use cases./n",,83889ebe-dd29-46bf-e52c-c29bb43f1f2d,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,b2aacb6b-8be5-e93b-66d6-c883c838ef73,0d12baa0-a0c1-23a9-7182-7063e63a6d12
470b3978-8e6b-19fc-ee4d-93457f3209a1,"Understand the basic key terms of the big picture of the landscape (SAP Systems, mandant/client, Gateway, ABAP backend, DB, SADL, CDS, BOPF)./n",,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,b2aacb6b-8be5-e93b-66d6-c883c838ef73,0d12baa0-a0c1-23a9-7182-7063e63a6d12
c8c73fc6-d6a1-2dd0-20ac-c244d4298baa,"Know what is a package, BSP./n",,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,b2aacb6b-8be5-e93b-66d6-c883c838ef73,0d12baa0-a0c1-23a9-7182-7063e63a6d12
455129aa-0c74-d602-a3af-715a1de39210,Be aware of Downloading / Uploading reports (SE38)./n,,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,b2aacb6b-8be5-e93b-66d6-c883c838ef73,0d12baa0-a0c1-23a9-7182-7063e63a6d12
52c65ca5-86ef-4e74-b881-7b1a10e34d48,Know the way to do the cache clearage./n,,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,b2aacb6b-8be5-e93b-66d6-c883c838ef73,0d12baa0-a0c1-23a9-7182-7063e63a6d12
47cbc7c7-8a44-68bc-39df-65f7a1d36d82,Understand what is a transport? Workbench & customizing transport request types./n,,b4ac8d1e-3891-6e87-2da2-6698fcc4277e,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,b2aacb6b-8be5-e93b-66d6-c883c838ef73,0d12baa0-a0c1-23a9-7182-7063e63a6d12
909d5023-d266-0fbd-5eb1-bf9b95dceb3b,Understand the Cache Buster mechanism./n,,69aebb3c-1d3f-b6be-f4b8-06cb0932b145,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,b2aacb6b-8be5-e93b-66d6-c883c838ef73,0d12baa0-a0c1-23a9-7182-7063e63a6d12
d93e1a9f-8db2-fa3e-c691-09a2f6fc5f1a,Know what is an App Index./n,,69aebb3c-1d3f-b6be-f4b8-06cb0932b145,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,b2aacb6b-8be5-e93b-66d6-c883c838ef73,0d12baa0-a0c1-23a9-7182-7063e63a6d12
b1c70d21-ccc1-4107-737c-37e2113be63c,Be aware of SAPUI5 Text repository./n,,69aebb3c-1d3f-b6be-f4b8-06cb0932b145,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,b2aacb6b-8be5-e93b-66d6-c883c838ef73,0d12baa0-a0c1-23a9-7182-7063e63a6d12
7cdbc3e2-6a59-c4f4-d6ec-0291eb00ab62,Be aware of the main transactions:/n  0) SEGW  1) SE38  2) SE09  3) SE80  4) SU01  5) SICM  6) STFK  7) SEMOBJ  8) LPD_CUST  9) SICF,,69aebb3c-1d3f-b6be-f4b8-06cb0932b145,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,b2aacb6b-8be5-e93b-66d6-c883c838ef73,0d12baa0-a0c1-23a9-7182-7063e63a6d12
0a855413-f613-a969-ab71-104366b7ea81,Understand the whole architecture of the SAP business application with UI5 as a client./n,,db4e214a-b42b-981c-b367-8c9e94021fab,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,b2aacb6b-8be5-e93b-66d6-c883c838ef73,0d12baa0-a0c1-23a9-7182-7063e63a6d12
b45065ca-ea6d-7045-14f0-9c2aa63aeed7,"UI5 Debugging techniques:/n  0) Know the UI5 inspector features.  1) Debugging on runtime through the global variables.  2) Know how to get control globally on the runtime.  3) Be aware of the possibility to debug UI5 sources. Know the steps of the procedure.  4) Know how to enter the debug mode, make use of assistant diagnostics.  5) Know the logging possibilities.",,83889ebe-dd29-46bf-e52c-c29bb43f1f2d,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
c90f08fd-9439-a83e-47b2-9233b192b7af,Be aware of content density./n,,83889ebe-dd29-46bf-e52c-c29bb43f1f2d,4c0d4b6e-4c3a-cd89-995f-aea11026c3da,bd9ab5db-b306-fbbb-8131-d644a5aa0a33,0d12baa0-a0c1-23a9-7182-7063e63a6d12
